ID_PACJENTA, ID_CZYNNOSCI, IMIE, NAZWISKO
CZAS	aX	aY	aZ	962	0	0	0	
964	0	0	0	
967	0	0	0	
969	-1948	-5352	17240	
972	-1192	-4508	15956	
975	-460	-3460	17544	
978	-284	-3756	18432	
980	-680	-3480	18312	
984	-1072	-3380	18128	
987	-1156	-3572	18192	
990	-1152	-3248	17708	
993	-1052	-3020	17492	
995	-1168	-2932	17596	
998	-940	-2608	17372	
1001	-752	-2368	16940	
1004	-880	-2364	16760	
1007	-916	-2144	16488	
1010	-844	-2084	16216	
1012	-840	-2192	16368	
1015	-996	-2228	16080	
1018	-884	-2212	15828	
1021	-872	-2296	15596	
1038	-872	-3000	15492	
1041	-984	-2840	15772	
1044	-904	-2832	15696	
1046	-652	-2532	16020	
1049	-504	-2332	16320	
1052	-420	-2060	16576	
1055	-504	-1776	16776	
1058	-296	-1780	16756	
1061	-400	-1712	16724	
1063	-268	-1332	16936	
1067	-272	-1232	17380	
1070	-580	-1128	17388	
1073	-556	-980	17600	
1076	-552	-876	17528	
1078	-460	-840	17332	
1081	-500	-776	17612	
1084	-528	-784	17544	
1087	0	12	17592	
1089	-136	-80	15524	
1092	-1540	-832	18260	
1095	-1208	-772	16636	
1098	-1232	-1400	17144	
1101	-560	-1436	18276	
1121	916	-2884	19524	
1124	928	-3336	19824	
1127	1092	-3428	19656	
1129	1316	-3204	19604	
1132	1228	-3508	19760	
1135	1152	-3840	19580	
1138	1284	-3968	19676	
1141	1284	-4016	19776	
1144	1256	-3904	20072	
1146	1468	-3684	19924	
1149	1588	-3640	19508	
1153	1764	-3804	19296	
1156	1928	-3664	19072	
1159	1804	-3720	19036	
1162	1772	-3860	18660	
1164	1448	-3180	18372	
1167	1732	-3836	17636	
1170	1572	-4096	17580	
1173	1652	-4068	16880	
1176	3832	-1780	17176	
1178	1824	-4944	17544	
1181	3472	-3284	17568	
1198	1568	-2624	17540	
1201	1980	-3000	17096	
1204	2204	-3048	16800	
1207	2148	-2508	16520	
1209	2204	-2080	15976	
1212	2360	-2084	15408	
1215	2280	-1756	15056	
1218	2200	-1344	14744	
1221	2220	-1104	14612	
1224	2104	-704	14420	
1226	2228	-448	14368	
1229	2176	-160	14204	
1232	1932	56	14320	
1235	1808	172	14508	
1238	1880	320	14516	
1241	1980	256	14736	
1244	1852	460	15000	
1247	1860	492	15184	
1249	1848	400	15580	
1252	1948	380	15852	
1255	1900	304	15940	
1258	1740	272	15808	
1260	1596	-44	16128	
1263	1644	-312	16368	
1280	1652	-2156	17152	
1283	1604	-2508	17260	
1286	1632	-2744	17440	
1289	1556	-3016	17636	
1291	1556	-3200	17840	
1294	1648	-3384	17788	
1297	1624	-3328	17740	
1300	1780	-3288	17468	
1303	1964	-3444	17088	
1305	1304	-2648	17048	
1308	1244	-3064	17968	
1311	1244	-2856	17888	
1314	1024	-2108	17412	
1317	860	-2156	16884	
1320	912	-1848	16224	
1323	820	-1664	16660	
1326	1072	-1584	16476	
1329	880	-1372	15680	
1332	944	-900	15192	
1334	1072	-816	14916	
1337	1172	-288	15372	
1340	976	52	15704	
1356	1036	-380	14332	
1359	1024	-636	13924	
1361	856	-824	13984	
1364	880	-932	13928	
1368	888	-1132	13784	
1371	960	-1152	13824	
1373	980	-1464	14028	
1376	936	-1688	14260	
1379	784	-1924	14588	
1382	900	-2240	14732	
1385	1160	-2532	15096	
1387	1164	-2804	15472	
1390	1256	-2736	15564	
1393	1216	-2692	15848	
1396	1424	-2800	16024	
1399	1432	-2632	16120	
1402	1504	-2480	16352	
1404	1560	-2328	16420	
1408	1556	-2260	16312	
1411	1740	-2284	16120	
1414	1856	-2096	16012	
1417	2036	-1984	16172	
1419	1964	-1916	16256	
1435	1112	-740	16076	
1438	780	-824	16056	
1441	788	-732	15792	
1444	476	-608	15376	
1446	304	-920	14632	
1449	124	-732	14252	
1453	28	-564	14784	
1456	-4	-524	14552	
1458	-300	-660	14140	
1461	-368	-720	13576	
1464	-572	-776	13468	
1467	-736	-876	13380	
1469	-884	-1184	13140	
1472	-1012	-1316	13052	
1475	-848	-1232	13060	
1478	-632	-1260	12936	
1481	-684	-1324	12804	
1484	-524	-1408	12652	
1486	-652	-1412	12672	
1489	-964	-920	13380	
1492	-560	-1824	13200	
1496	-508	-1780	13068	
1499	-592	-2116	13692	
1515	28	-2884	16812	
1517	228	-3004	17052	
1520	184	-3200	17568	
1523	292	-3092	17808	
1526	352	-3108	17976	
1529	156	-3188	18120	
1531	308	-3148	18268	
1534	548	-2940	18716	
1538	348	-3044	18804	
1541	76	-2920	18880	
1544	88	-2852	18724	
1546	-8	-3048	18532	
1549	-28	-3080	18240	
1552	12	-3252	17984	
1555	-148	-3348	17652	
1557	-364	-3260	17280	
1560	52	-3020	16720	
1563	92	-3420	16720	
